"timestamp","/INPUTS","paraboloid.x","paraboloid.y","/OUTPUTS","_pseudo_0.out0","driver.workflow.itername","paraboloid.derivative_exec_count","paraboloid.exec_count","paraboloid.f_xy","paraboloid.itername","/METADATA","uuid","parent_uuid","msg"
1424032515.511025,"",31.829322521507265,37.78728814711802,"",3777.0510693871042,"-driver.11",0,11,3777.0510693871042,"11-paraboloid","","25dc68f0-b552-11e4-83f3-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.511735,"",-1.8927576115350035,-38.919280855096304,"",1313.9600175562812,"-driver.12",0,12,1313.9600175562812,"12-paraboloid","","25dc8468-b552-11e4-83f4-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.512431,"",33.84903343138548,25.190219456767053,"",2653.3963561210057,"-driver.13",0,13,2653.3963561210057,"13-paraboloid","","25dc9fde-b552-11e4-83f5-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.51321,"",-28.731554239205625,24.208821316639956,"",1104.072071783491,"-driver.14",0,14,1104.072071783491,"14-paraboloid","","25dcbe23-b552-11e4-83f6-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.513905,"",27.668289489353256,31.775465199925904,"",2764.581186412066,"-driver.15",0,15,2764.581186412066,"15-paraboloid","","25dcd95e-b552-11e4-83f7-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.514599,"",-20.464924369034776,15.155765902105728,"",604.3844399994086,"-driver.16",0,16,604.3844399994086,"16-paraboloid","","25dcf4b5-b552-11e4-83f8-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.515333,"",-11.79285784387082,-1.3521275035968543,"",238.7853193828843,"-driver.17",0,17,238.7853193828843,"17-paraboloid","","25dd116b-b552-11e4-83f9-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.516104,"",33.18117898536407,37.542244696831645,"",3879.357600195925,"-driver.18",0,18,3879.357600195925,"18-paraboloid","","25dd2c5e-b552-11e4-83fa-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.516807,"",-34.026356584415666,-2.1567338241237763,"",1444.7345062687366,"-driver.19",0,19,1444.7345062687366,"19-paraboloid","","25dd4ac5-b552-11e4-83fb-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.51751,"",-18.33168395219359,7.64524868245676,"",447.50227452981267,"-driver.20",0,20,447.50227452981267,"20-paraboloid","","25dd65e1-b552-11e4-83fc-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.518206,"",18.09192361515926,-13.67091395158775,"",70.95960410327572,"-driver.21",0,21,70.95960410327572,"21-paraboloid","","25dd81a6-b552-11e4-83fd-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.518894,"",-8.478010268047484,47.56867683980455,"",2384.785420036302,"-driver.22",0,22,2384.785420036302,"22-paraboloid","","25dd9c85-b552-11e4-83fe-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.519654,"",6.364876830751065,-4.898516490821628,"",-22.048726147078845,"-driver.23",0,23,-22.048726147078845,"23-paraboloid","","25ddb90a-b552-11e4-83ff-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.520355,"",-2.480108809735327,6.114582533503942,"",114.17154238440487,"-driver.24",0,24,114.17154238440487,"24-paraboloid","","25ddd57a-b552-11e4-8400-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.521044,"",3.201470049381797,43.05014374515149,"",2348.580362441899,"-driver.25",0,25,2348.580362441899,"25-paraboloid","","25ddf078-b552-11e4-8401-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.521737,"",17.600464263362312,-5.080517058148125,"",121.92161489733037,"-driver.26",0,26,121.92161489733037,"26-paraboloid","","25de0b61-b552-11e4-8402-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.522426,"",45.10301193587402,-43.84970844482778,"",1379.9089538384658,"-driver.27",0,27,1379.9089538384658,"27-paraboloid","","25de2680-b552-11e4-8403-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.523131,"",0.42991508833543435,5.4822896686061995,"",95.876072859681,"-driver.28",0,28,95.876072859681,"28-paraboloid","","25de41ca-b552-11e4-8404-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.523877,"",-43.469059550846076,22.157643814047205,"",1877.4238869833866,"-driver.29",0,29,1877.4238869833866,"29-paraboloid","","25de5e78-b552-11e4-8405-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.524572,"",34.66478538167486,31.89514443182162,"",3393.758363495483,"-driver.30",0,30,3393.758363495483,"30-paraboloid","","25de7a3d-b552-11e4-8406-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.525276,"",-29.798322040851687,-43.3683955471535,"",3914.9059135616712,"-driver.31",0,31,3914.9059135616712,"31-paraboloid","","25de9582-b552-11e4-8407-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.525966,"",-15.020912466346736,-39.12278895821135,"",2143.023578703434,"-driver.32",0,32,2143.023578703434,"32-paraboloid","","25deb0c5-b552-11e4-8408-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.526657,"",-38.02421088292755,-17.66437631602613,"",2538.375028828855,"-driver.33",0,33,2538.375028828855,"33-paraboloid","","25decbae-b552-11e4-8409-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.527423,"",43.461492445886336,15.143180561812471,"",2658.738960564577,"-driver.34",0,34,2658.738960564577,"34-paraboloid","","25dee95e-b552-11e4-840a-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.528168,"",42.544210122396194,-49.1528029819721,"",1508.3529931632472,"-driver.35",0,35,1508.3529931632472,"35-paraboloid","","25df06ab-b552-11e4-840b-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.528856,"",13.297660166910752,-39.033777113093194,"",811.349440642221,"-driver.36",0,36,811.349440642221,"36-paraboloid","","25df21a8-b552-11e4-840c-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.529545,"",-25.10887840431588,6.184806808964019,"",735.5457727640731,"-driver.37",0,37,735.5457727640731,"37-paraboloid","","25df3c94-b552-11e4-840d-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.530235,"",45.80628703486525,45.525658942886935,"",6367.530504427688,"-driver.38",0,38,6367.530504427688,"38-paraboloid","","25df5768-b552-11e4-840e-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.530927,"",-43.06914221800308,26.963745193361873,"",1916.8140046391347,"-driver.39",0,39,1916.8140046391347,"39-paraboloid","","25df7273-b552-11e4-840f-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.531633,"",-8.440628617756651,39.117725776285155,"",1656.8480636394881,"-driver.40",0,40,1656.8480636394881,"40-paraboloid","","25df8d70-b552-11e4-8410-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.532368,"",-13.05358242976228,-20.46378134121335,"",792.8992614426168,"-driver.41",0,41,792.8992614426168,"41-paraboloid","","25dfaaa6-b552-11e4-8411-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.533061,"",7.100753882585366,11.78657600562967,"",346.7257397214238,"-driver.42",0,42,346.7257397214238,"42-paraboloid","","25dfc5c2-b552-11e4-8412-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.533757,"",19.174793319259678,-29.811962897954924,"",353.2431405564456,"-driver.43",0,43,353.2431405564456,"43-paraboloid","","25dfe107-b552-11e4-8413-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.53447,"",3.9583390645477223,-26.22549110141692,"",388.0814825481136,"-driver.44",0,44,388.0814825481136,"44-paraboloid","","25dffc57-b552-11e4-8414-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.535161,"",-41.988683294558996,10.260972857246088,"",1793.5122318162694,"-driver.45",0,45,1793.5122318162694,"45-paraboloid","","25e017d4-b552-11e4-8415-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.535873,"",44.002765023266505,-32.902286062604645,"",1065.7773168567492,"-driver.46",0,46,1065.7773168567492,"46-paraboloid","","25e0330f-b552-11e4-8416-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.536611,"",-40.76137600383194,-20.254633504689522,"",3001.8778722249954,"-driver.47",0,47,3001.8778722249954,"47-paraboloid","","25e0508f-b552-11e4-8417-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.537303,"",-2.502392861153602,-41.10102108676685,"",1506.6129946328417,"-driver.48",0,48,1506.6129946328417,"48-paraboloid","","25e06b82-b552-11e4-8418-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.537997,"",6.513718995049167,-14.567778912872164,"",26.1337541070628,"-driver.49",0,49,26.1337541070628,"49-paraboloid","","25e08680-b552-11e4-8419-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.538693,"",26.995848753658862,-16.8582080379131,"",283.0326369055065,"-driver.50",0,50,283.0326369055065,"50-paraboloid","","25e0a1cf-b552-11e4-841a-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.539391,"",37.28580842074096,48.8674344009022,"",5789.544076282615,"-driver.51",0,51,5789.544076282615,"51-paraboloid","","25e0bcde-b552-11e4-841b-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.540094,"",-13.618939078673044,-26.22943604542486,"",1124.5540545688718,"-driver.52",0,52,1124.5540545688718,"52-paraboloid","","25e0d87d-b552-11e4-841c-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.540836,"",-1.9416176299850818,-44.10665653085392,"",1715.6017448048692,"-driver.53",0,53,1715.6017448048692,"53-paraboloid","","25e0f582-b552-11e4-841d-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.541605,"",-31.69323320141164,8.276566196745492,"",1089.02336497023,"-driver.54",0,54,1089.02336497023,"54-paraboloid","","25e111e8-b552-11e4-841e-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.542376,"",-41.85166983959532,-35.97964044714951,"",4537.177723470476,"-driver.55",0,55,4537.177723470476,"55-paraboloid","","25e131ab-b552-11e4-841f-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.543064,"",-18.10861440696554,-10.42150590790014,"",672.5283723332266,"-driver.56",0,56,672.5283723332266,"56-paraboloid","","25e14cb3-b552-11e4-8420-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.543775,"",-43.80804605448603,35.25054846034935,"",2184.341079480242,"-driver.57",0,57,2184.341079480242,"57-paraboloid","","25e16794-b552-11e4-8421-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.544481,"",-7.352941105567176,-6.778179140051499,"",161.74122088934243,"-driver.58",0,58,161.74122088934243,"58-paraboloid","","25e18397-b552-11e4-8422-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.54521,"",-47.12805918501436,12.738050077092566,"",2189.665060104666,"-driver.59",0,59,2189.665060104666,"59-paraboloid","","25e1a087-b552-11e4-8423-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.545902,"",-0.968969149894015,-2.421244085734706,"",17.59129717307833,"-driver.60",0,60,17.59129717307833,"60-paraboloid","","25e1bb68-b552-11e4-8424-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.546592,"",-22.836718304165693,15.304020835850224,"",687.6876204103562,"-driver.61",0,61,687.6876204103562,"61-paraboloid","","25e1d666-b552-11e4-8425-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.547283,"",-5.328512472579547,-31.494650693610225,"",990.1395758099925,"-driver.62",0,62,990.1395758099925,"62-paraboloid","","25e1f16e-b552-11e4-8426-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.547983,"",47.94088005657652,-4.8229573803694095,"",1786.143137819231,"-driver.63",0,63,1786.143137819231,"63-paraboloid","","25e20c57-b552-11e4-8427-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.548675,"",2.6531019219459466,21.87354724192174,"",724.5935353838319,"-driver.64",0,64,724.5935353838319,"64-paraboloid","","25e227c5-b552-11e4-8428-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.549408,"",4.79565239654265,-9.893166068067607,"",-12.490411728690063,"-driver.65",0,65,-12.490411728690063,"65-paraboloid","","25e24466-b552-11e4-8429-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.550099,"",-2.3984275181839436,-26.016530371630253,"",573.2693916449894,"-driver.66",0,66,573.2693916449894,"66-paraboloid","","25e25f59-b552-11e4-842a-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.550803,"",-49.29845102216033,-42.121782041100566,"",6261.936854225789,"-driver.67",0,67,6261.936854225789,"67-paraboloid","","25e27a61-b552-11e4-842b-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.551496,"",-18.20202364188066,-8.854035044564547,"",631.248817931931,"-driver.68",0,68,631.248817931931,"68-paraboloid","","25e29600-b552-11e4-842c-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.552203,"",-25.287212555074124,33.06450274213567,"",1334.8346487895099,"-driver.69",0,69,1334.8346487895099,"69-paraboloid","","25e2b161-b552-11e4-842d-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.552895,"",45.53115791615187,3.3647497066926277,"",2013.3398821746248,"-driver.70",0,70,2013.3398821746248,"70-paraboloid","","25e2cca6-b552-11e4-842e-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.553591,"",-6.547774790043135,47.998929707427806,"",2477.762512272053,"-driver.71",0,71,2477.762512272053,"71-paraboloid","","25e2e7d7-b552-11e4-842f-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.554335,"",21.756740118861785,19.2934627939713,"",1311.1635648220072,"-driver.72",0,72,1311.1635648220072,"72-paraboloid","","25e3046e-b552-11e4-8430-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.555027,"",-25.812368938073995,46.6574242280538,"",2188.988585369946,"-driver.73",0,73,2188.988585369946,"73-paraboloid","","25e31fee-b552-11e4-8431-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.555747,"",-45.70468744598601,-2.9860956454833456,"",2506.6531494119313,"-driver.74",0,74,2506.6531494119313,"74-paraboloid","","25e33b33-b552-11e4-8432-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.55645,"",-41.17534965761901,-18.418957348653475,"",2914.774857554766,"-driver.75",0,75,2914.774857554766,"75-paraboloid","","25e35747-b552-11e4-8433-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.557217,"",-8.97256652979609,-49.94611667353011,"",2699.5328414462424,"-driver.76",0,76,2699.5328414462424,"76-paraboloid","","25e37570-b552-11e4-8434-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.557907,"",8.557602669930617,36.24098218769383,"",1957.3595207974288,"-driver.77",0,77,1957.3595207974288,"77-paraboloid","","25e3906e-b552-11e4-8435-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.558637,"",37.817115769404026,37.52630934963898,"",4352.802703775762,"-driver.78",0,78,4352.802703775762,"78-paraboloid","","25e3ad07-b552-11e4-8436-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.559326,"",-23.95918483354884,-12.819925021339408,"",1108.7436774100072,"-driver.79",0,79,1108.7436774100072,"79-paraboloid","","25e3c7e3-b552-11e4-8437-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.560024,"",-41.24411048012573,40.16328449406433,"",2248.4380665633244,"-driver.80",0,80,2248.4380665633244,"80-paraboloid","","25e3e2c5-b552-11e4-8438-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.560911,"",-36.88993603199181,15.497334316266489,"",1396.657370483199,"-driver.81",0,81,1396.657370483199,"81-paraboloid","","25e3fe94-b552-11e4-8439-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.561722,"",45.68579863086991,1.7070912102730702,"",1929.6381201146153,"-driver.82",0,82,1929.6381201146153,"82-paraboloid","","25e422ae-b552-11e4-843a-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.562477,"",-31.44516201838343,38.05162013407396,"",1755.2685821952018,"-driver.83",0,83,1755.2685821952018,"83-paraboloid","","25e4411c-b552-11e4-843b-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.563247,"",46.16858485706251,47.584005443433384,"",6718.32252930365,"-driver.84",0,84,6718.32252930365,"84-paraboloid","","25e46085-b552-11e4-843c-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.563964,"",-13.892669717622397,6.067504222740524,"",299.4230992867617,"-driver.85",0,85,299.4230992867617,"85-paraboloid","","25e47c0f-b552-11e4-843d-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.564662,"",15.684632041063864,-43.737191457116275,"",1050.942520402268,"-driver.86",0,86,1050.942520402268,"86-paraboloid","","25e49819-b552-11e4-843e-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.565354,"",46.273755743958674,-2.411219864658541,"",1760.5659594440615,"-driver.87",0,87,1760.5659594440615,"87-paraboloid","","25e4b34a-b552-11e4-843f-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.566051,"",33.50293956875775,23.59056975878589,"",2479.022294970886,"-driver.88",0,88,2479.022294970886,"88-paraboloid","","25e4ce85-b552-11e4-8440-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.566749,"",-24.162699753739226,11.191876551029992,"",695.1794182700677,"-driver.89",0,89,695.1794182700677,"89-paraboloid","","25e4e98c-b552-11e4-8441-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.567484,"",13.155993991611794,-46.75086006889643,"",1312.7262164189328,"-driver.90",0,90,1312.7262164189328,"90-paraboloid","","25e50654-b552-11e4-8442-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.568215,"",38.189234827311495,-19.267827581347884,"",732.5652146691957,"-driver.91",0,91,732.5652146691957,"91-paraboloid","","25e522e3-b552-11e4-8443-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.568913,"",27.099885450025525,-46.74390507204927,"",1138.0914265733093,"-driver.92",0,92,1138.0914265733093,"92-paraboloid","","25e53e14-b552-11e4-8444-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.56961,"",-7.895228257711132,-15.293909944590837,"",364.0073105895778,"-driver.93",0,93,364.0073105895778,"93-paraboloid","","25e55957-b552-11e4-8445-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.570309,"",13.09788472549085,44.3462868048762,"",3017.1732763224727,"-driver.94",0,94,3017.1732763224727,"94-paraboloid","","25e574ae-b552-11e4-8446-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.571014,"",29.0286924885543,20.60346868598569,"",1877.915260729038,"-driver.95",0,95,1877.915260729038,"95-paraboloid","","25e59007-b552-11e4-8447-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.571766,"",31.22329993903068,44.45278469900367,"",4529.189634318639,"-driver.96",0,96,4529.189634318639,"96-paraboloid","","25e5ad35-b552-11e4-8448-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.572547,"",28.521062884593107,-11.489001921475293,"",376.7312542556086,"-driver.97",0,97,376.7312542556086,"97-paraboloid","","25e5cc45-b552-11e4-8449-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.573237,"",-17.90571415975448,-16.13456798887669,"",870.1975873059805,"-driver.98",0,98,870.1975873059805,"98-paraboloid","","25e5e742-b552-11e4-844a-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.573926,"",17.048759317756634,-10.555364901578315,"",57.384571642994075,"-driver.99",0,99,57.384571642994075,"99-paraboloid","","25e60235-b552-11e4-844b-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.574619,"",-18.968728026652904,-6.924488169694953,"",619.5263749784498,"-driver.100",0,100,619.5263749784498,"100-paraboloid","","25e61d1e-b552-11e4-844c-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.575308,"",-7.05273665835665,-30.80895396096357,"",1034.0649658094421,"-driver.101",0,101,1034.0649658094421,"101-paraboloid","","25e63828-b552-11e4-844d-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.576048,"",48.08851151046913,-22.008458482910875,"",1295.9244380772905,"-driver.102",0,102,1295.9244380772905,"102-paraboloid","","25e654b5-b552-11e4-844e-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.576743,"",5.28740789576829,-9.75419824756797,"",-16.231392477142684,"-driver.103",0,103,-16.231392477142684,"103-paraboloid","","25e67021-b552-11e4-844f-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.577433,"",1.3724480595699973,8.864686319115457,"",177.31540094540057,"-driver.104",0,104,177.31540094540057,"104-paraboloid","","25e68b2b-b552-11e4-8450-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.578123,"",-19.225335860030945,-47.27855740644785,"",3272.945230391093,"-driver.105",0,105,3272.945230391093,"105-paraboloid","","25e6a611-b552-11e4-8451-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.578821,"",27.136568864398555,-38.02759789673392,"",705.5128460952868,"-driver.106",0,106,705.5128460952868,"106-paraboloid","","25e6c11c-b552-11e4-8452-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.579512,"",2.101263502226928,23.581160465123276,"",808.0783717208286,"-driver.107",0,107,808.0783717208286,"107-paraboloid","","25e6dc5e-b552-11e4-8453-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.58027,"",-35.658586522417465,-4.630429444205866,"",1656.9983221675234,"-driver.108",0,108,1656.9983221675234,"108-paraboloid","","25e6f9d4-b552-11e4-8454-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.580959,"",34.48861435711484,-17.822185910696795,"",564.9231606061365,"-driver.109",0,109,564.9231606061365,"109-paraboloid","","25e714f0-b552-11e4-8455-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.581655,"",-40.13909116732377,-22.937506671486396,"",3137.301017113153,"-driver.110",0,110,3137.301017113153,"110-paraboloid","","25e72fcf-b552-11e4-8456-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.582348,"",-6.838514330084813,34.04381066220651,"",1308.3188068609086,"-driver.111",0,111,1308.3188068609086,"111-paraboloid","","25e74b14-b552-11e4-8457-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.583043,"",11.409263827347424,-19.694783161067765,"",89.33895948384853,"-driver.112",0,112,89.33895948384853,"112-paraboloid","","25e76611-b552-11e4-8458-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.583746,"",46.739820208221175,-12.684289152436946,"",1392.7273554766546,"-driver.113",0,113,1392.7273554766546,"113-paraboloid","","25e7814c-b552-11e4-8459-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
1424032515.584514,"",-43.21495469619414,24.96143011989021,"",1892.8794003772894,"-driver.114",0,114,1892.8794003772894,"114-paraboloid","","25e79eab-b552-11e4-845a-8ca9820a9784","25d3b392-b552-11e4-b86d-8ca9820a9784",""
